lieu,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
"Mourillon 10 rue Orvès, 83000 Toulon",43.111898,5.940222,Rue Orves 83000 Toulon,0.6241009625668449,,street,83137_5515,,Rue Orves,Rue Orves,83000,Toulon,"83, Var, Provence-Alpes-Côte d'Azur",83137,,,,ok
"30 boulevard Capdevila, 84000 Avignon",43.946875,4.821612,30 Boulevard Capdevilla 84000 Avignon,0.9506456565656564,,housenumber,84007_1020_00030,30,30 Boulevard Capdevilla,Boulevard Capdevilla,84000,Avignon,"84, Vaucluse, Provence-Alpes-Côte d'Azur",84007,,,,ok
"3/5 Rue Raspail, 94200 Ivry sur seine",48.809391,2.389594,Rue Raspail 94200 Ivry-sur-Seine,0.8683775324675324,,street,94041_7941,,Rue Raspail,Rue Raspail,94200,Ivry-sur-Seine,"94, Val-de-Marne, Île-de-France",94041,,,,ok
"1 Avenue Louis Aragon, 91130 Ris orangis",48.637104,2.404611,1 Rue Louis Aragon 91130 Ris-Orangis,0.7968045454545454,0.5128909090909091,housenumber,91521_5l76vx_00001,1,1 Rue Louis Aragon,Rue Louis Aragon,91130,Ris-Orangis,"91, Essonne, Île-de-France",91521,,,,ok
"95 rue Roublot, 94120 Fontenay sous bois",48.85119,2.458815,95 Rue Roublot 94120 Fontenay-sous-Bois,0.9745572727272728,,housenumber,94033_8185_00095,95,95 Rue Roublot,Rue Roublot,94120,Fontenay-sous-Bois,"94, Val-de-Marne, Île-de-France",94033,,,,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"Port de la Gare, 75013 Paris",48.834914,2.377237,Port de la Gare 75013 Paris,0.9707045454545453,0.5931357575757575,street,75113_3951,,Port de la Gare,Port de la Gare,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
"Pavillon Gabriel – Cour d’honneur du château, 78000 Versailles",48.811134,2.154707,Allée Gabriel Fauré 78000 Versailles,0.4288899173553719,0.4173360208643815,street,78646_1132,,Allée Gabriel Fauré,Allée Gabriel Fauré,78000,Versailles,"78, Yvelines, Île-de-France",78646,,,,ok
"12 rue Pasteur, 95350 Saint-brice sous forêt",48.999577,2.358993,12 Rue Pasteur 95350 Saint-Brice-sous-Forêt,0.955981818181818,,housenumber,95539_0376_00012,12,12 Rue Pasteur,Rue Pasteur,95350,Saint-Brice-sous-Forêt,"95, Val-d'Oise, Île-de-France",95539,,,,ok
"17 rue des Carmes, 75005 Paris",48.848424,2.347335,17 Rue des Carmes 75005 Paris,0.9692099999999999,0.7221073796791443,housenumber,75105_1554_00017,17,17 Rue des Carmes,Rue des Carmes,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"777 Pont de Flandres, 59000 Lille",50.627419,3.05376,Rue de Flandre 59000 Lille,0.61466,0.528542285012285,street,59350_3423,,Rue de Flandre,Rue de Flandre,59000,Lille,"59, Nord, Hauts-de-France",59350,59350,Lille,,ok
"777 Pont de Flandres, 59000 Lille",50.627419,3.05376,Rue de Flandre 59000 Lille,0.61466,0.528542285012285,street,59350_3423,,Rue de Flandre,Rue de Flandre,59000,Lille,"59, Nord, Hauts-de-France",59350,59350,Lille,,ok
"Musée du Louvre, 75001 Paris",48.863081,2.341985,Rue du Louvre 75001 Paris,0.7698375324675324,0.7161503030303029,street,75101_5825,,Rue du Louvre,Rue du Louvre,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"Place du Théâtre, 94130 Nogent sur marne",48.839155,2.493482,Place du Théâtre 94130 Nogent-sur-Marne,0.9546190909090909,,street,94052_9120,,Place du Théâtre,Place du Théâtre,94130,Nogent-sur-Marne,"94, Val-de-Marne, Île-de-France",94052,,,,ok
"Place de la Madeleine, 75008 Paris",48.870062,2.324455,Place de la Madeleine 75008 Paris,0.9685063636363637,0.7248128229665071,street,75108_5891,,Place de la Madeleine,Place de la Madeleine,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"23, rue de la Grange aux Belles, 75010 Paris",48.874686,2.366291,23 Rue de la Grange aux Belles 75010 Paris,0.9747863636363636,,housenumber,75110_4293_00023,23,23 Rue de la Grange aux Belles,Rue de la Grange aux Belles,75010,Paris,"75, Paris, Île-de-France",75110,,,Paris 10e Arrondissement,ok
"4 rue du Souvenir Français, 04000 Digne les bains",44.097013,6.242803,4 Avenue du souvenir Français 04000 Digne-les-Bains,0.837956923076923,,housenumber,04070_1575_00004,4,4 Avenue du souvenir Français,Avenue du souvenir Français,04000,Digne-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04070,,,,ok
"4 bis rue Sainte Cécile, 75009 Paris",48.873137,2.347216,4b Rue Sainte-Cécile 75009 Paris,0.8070758288770052,,housenumber,75109_8544_00004_b,4b,4b Rue Sainte-Cécile,Rue Sainte-Cécile,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"30 boulevard Capdevila, 84000 Avignon",43.946875,4.821612,30 Boulevard Capdevilla 84000 Avignon,0.9506456565656564,,housenumber,84007_1020_00030,30,30 Boulevard Capdevilla,Boulevard Capdevilla,84000,Avignon,"84, Vaucluse, Provence-Alpes-Côte d'Azur",84007,,,,ok
"72 allée du Jardin Anglais, 93340 Le raincy",48.899831,2.514667,72 Allee du Jardin Anglais 93340 Le Raincy,0.968030909090909,0.6746738047138047,housenumber,93062_0490_00072,72,72 Allee du Jardin Anglais,Allee du Jardin Anglais,93340,Le Raincy,"93, Seine-Saint-Denis, Île-de-France",93062,,,,ok
"1 place du bicentenaire de la révolution Française, 93290 Tremblay en france",48.942762,2.570412,1 Pl B Revolution Francaise 93290 Tremblay-en-France,0.632028947368421,0.5257641204250295,housenumber,93073_p3ig3f_00001,1,1 Pl B Revolution Francaise,Pl B Revolution Francaise,93290,Tremblay-en-France,"93, Seine-Saint-Denis, Île-de-France",93073,,,,ok
"21 rue Yves Toudic, 75010 Paris",48.870642,2.363078,21 Rue Yves Toudic 75010 Paris,0.9723745454545454,0.8451209090909091,housenumber,75110_9988_00021,21,21 Rue Yves Toudic,Rue Yves Toudic,75010,Paris,"75, Paris, Île-de-France",75110,,,Paris 10e Arrondissement,ok
"Rond point du Prado, 13008 Marseille",43.272883,5.391191,Rond-Point du prado 13008 Marseille,0.9605290909090908,,street,13208_7520,,Rond-Point du prado,Rond-Point du prado,13008,Marseille,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",13208,,,Marseille 8e Arrondissement,ok
"1 Rue du Docteur Berger, 92330 Sceaux",48.776744,2.295751,1 Rue du Docteur Berger 92330 Sceaux,0.9623327272727271,,housenumber,92071_2550_00001,1,1 Rue du Docteur Berger,Rue du Docteur Berger,92330,Sceaux,"92, Hauts-de-Seine, Île-de-France",92071,,,,ok
"1 Avenue Louis Aragon, 91130 Ris orangis",48.637104,2.404611,1 Rue Louis Aragon 91130 Ris-Orangis,0.7968045454545454,0.5128909090909091,housenumber,91521_5l76vx_00001,1,1 Rue Louis Aragon,Rue Louis Aragon,91130,Ris-Orangis,"91, Essonne, Île-de-France",91521,,,,ok
"Place de la Marne, 78350 Jouy en josas",48.765513,2.167207,Place de la Marne 78350 Jouy-en-Josas,0.9543918181818181,0.6102787445887446,street,78322_0390,,Place de la Marne,Place de la Marne,78350,Jouy-en-Josas,"78, Yvelines, Île-de-France",78322,,,,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"Place Saint Germain des Prés, 75006 Paris",48.854182,2.333399,Place Saint-Germain des Prés 75006 Paris,0.9616736363636363,0.5376821212121212,street,75106_8622,,Place Saint-Germain des Prés,Place Saint-Germain des Prés,75006,Paris,"75, Paris, Île-de-France",75106,,,Paris 6e Arrondissement,ok
"19 Rue Saint-Louis en l'Île, 75004 Paris",48.851202,2.358167,19 Rue Saint-Louis en l'Ile 75004 Paris,0.9713163636363636,0.5387579679144384,housenumber,75104_8678_00019,19,19 Rue Saint-Louis en l'Ile,Rue Saint-Louis en l'Ile,75004,Paris,"75, Paris, Île-de-France",75104,,,Paris 4e Arrondissement,ok
"17 rue des Carmes, 75005 Paris",48.848424,2.347335,17 Rue des Carmes 75005 Paris,0.9692099999999999,0.7221073796791443,housenumber,75105_1554_00017,17,17 Rue des Carmes,Rue des Carmes,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"55 rue Manin, 75019 Paris",48.881011,2.380004,55 Rue Manin 75019 Paris,0.9813754545454544,0.6140335064935064,housenumber,75119_5976_00055,55,55 Rue Manin,Rue Manin,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
"102 bis rue Vaugirard, 75006 Paris",48.846165,2.32363,102b Rue de Vaugirard 75006 Paris,0.7290152088452088,,housenumber,75106_9624_00102_b,102b,102b Rue de Vaugirard,Rue de Vaugirard,75006,Paris,"75, Paris, Île-de-France",75106,,,Paris 6e Arrondissement,ok
"119 rue La Fayette, 75010 Paris",48.878354,2.352993,119 Rue la Fayette 75010 Paris,0.9786190909090908,,housenumber,75110_5240_00119,119,119 Rue la Fayette,Rue la Fayette,75010,Paris,"75, Paris, Île-de-France",75110,,,Paris 10e Arrondissement,ok
"59 rue Vercingétorix, 75014 Paris",48.836187,2.316891,59 Rue Vercingétorix 75014 Paris,0.9818863636363635,,housenumber,75114_9661_00059,59,59 Rue Vercingétorix,Rue Vercingétorix,75014,Paris,"75, Paris, Île-de-France",75114,,,Paris 14e Arrondissement,ok
"17 rue François Miron, 75004 Paris",48.855752,2.357072,17 Rue François Miron 75004 Paris,0.9699245454545454,,housenumber,75104_3805_00017,17,17 Rue François Miron,Rue François Miron,75004,Paris,"75, Paris, Île-de-France",75104,,,Paris 4e Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"14 rue Trachel, bâtiment B, 06000 Nice",43.706381,7.262538,14 Rue Trachel 06000 Nice,0.6947011688311687,0.5137936363636364,housenumber,06088_6455_00014,14,14 Rue Trachel,Rue Trachel,06000,Nice,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",06088,,,,ok
"95 rue de Passy, 75016 Paris",48.858046,2.275407,95 Rue de Passy 75016 Paris,0.9795318181818181,0.6922190909090907,housenumber,75116_7087_00095,95,95 Rue de Passy,Rue de Passy,75016,Paris,"75, Paris, Île-de-France",75116,,,Paris 16e Arrondissement,ok
"252, rue Saint Jacques, 75005 Paris",48.843688,2.341585,252 Rue Saint-Jacques 75005 Paris,0.9777781818181817,0.6517607188160677,housenumber,75105_8648_00252,252,252 Rue Saint-Jacques,Rue Saint-Jacques,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"78, rue Cardinet, 75017 Paris",48.884204,2.309259,78 Rue Cardinet 75017 Paris,0.9827790909090908,0.7859396480938415,housenumber,75117_1550_00078,78,78 Rue Cardinet,Rue Cardinet,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
"51, rue de la Harpe, 75005 Paris",48.85159,2.343884,51 Rue de la Harpe 75005 Paris,0.9713072727272727,,housenumber,75105_4475_00051,51,51 Rue de la Harpe,Rue de la Harpe,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"5 rue de la Huchette, 75005 Paris",48.852799,2.3463,5 Rue de la Huchette 75005 Paris,0.9703172727272728,,housenumber,75105_4678_00005,5,5 Rue de la Huchette,Rue de la Huchette,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"78, rue Cardinet, 75017 Paris",48.884204,2.309259,78 Rue Cardinet 75017 Paris,0.9827790909090908,0.7859396480938415,housenumber,75117_1550_00078,78,78 Rue Cardinet,Rue Cardinet,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
"8 - 12 rue Bertin Poirée, 75001 Paris",48.858693,2.34488,12 Rue Bertin Poirée 75001 Paris,0.9066290358126722,,housenumber,75101_0920_00012,12,12 Rue Bertin Poirée,Rue Bertin Poirée,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"Pavillon Gabriel – Cour d’honneur du château, 78000 Versailles",48.811134,2.154707,Allée Gabriel Fauré 78000 Versailles,0.4288899173553719,0.4173360208643815,street,78646_1132,,Allée Gabriel Fauré,Allée Gabriel Fauré,78000,Versailles,"78, Yvelines, Île-de-France",78646,,,,ok
"45, rue la Boétie, 75008 Paris",48.873528,2.314195,45 Rue la Boétie 75008 Paris,0.9735745454545454,0.5421112416851441,housenumber,75108_5194_00045,45,45 Rue la Boétie,Rue la Boétie,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"17 rue des Carmes, 75005 Paris",48.848424,2.347335,17 Rue des Carmes 75005 Paris,0.9692099999999999,0.7221073796791443,housenumber,75105_1554_00017,17,17 Rue des Carmes,Rue des Carmes,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"5 rue de la Huchette, 75005 Paris",48.852799,2.3463,5 Rue de la Huchette 75005 Paris,0.9703172727272728,,housenumber,75105_4678_00005,5,5 Rue de la Huchette,Rue de la Huchette,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"95 rue Roublot, 94120 Fontenay sous bois",48.85119,2.458815,95 Rue Roublot 94120 Fontenay-sous-Bois,0.9745572727272728,,housenumber,94033_8185_00095,95,95 Rue Roublot,Rue Roublot,94120,Fontenay-sous-Bois,"94, Val-de-Marne, Île-de-France",94033,,,,ok
"Port de la Gare, 75013 Paris",48.834914,2.377237,Port de la Gare 75013 Paris,0.9707045454545453,0.5931357575757575,street,75113_3951,,Port de la Gare,Port de la Gare,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
"Pavillon Gabriel – Cour d’honneur du château, 78000 Versailles",48.811134,2.154707,Allée Gabriel Fauré 78000 Versailles,0.4288899173553719,0.4173360208643815,street,78646_1132,,Allée Gabriel Fauré,Allée Gabriel Fauré,78000,Versailles,"78, Yvelines, Île-de-France",78646,,,,ok
"Île Seguin, 92100 Boulogne billancourt",48.827741,2.234805,Cours de l'Ile Seguin 92100 Boulogne-Billancourt,0.7622158607350096,0.684688347107438,street,92012_8534,,Cours de l'Ile Seguin,Cours de l'Ile Seguin,92100,Boulogne-Billancourt,"92, Hauts-de-Seine, Île-de-France",92012,,,,ok
"Place Maréchal Leclerc, 91260 Juvisy sur orge",48.691259,2.375475,Place du Marechal Leclerc 91260 Juvisy-sur-Orge,0.8992460079051383,,street,91326_1620,,Place du Marechal Leclerc,Place du Marechal Leclerc,91260,Juvisy-sur-Orge,"91, Essonne, Île-de-France",91326,,,,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"17 rue des Carmes, 75005 Paris",48.848424,2.347335,17 Rue des Carmes 75005 Paris,0.9692099999999999,0.7221073796791443,housenumber,75105_1554_00017,17,17 Rue des Carmes,Rue des Carmes,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"5 rue de la Huchette, 75005 Paris",48.852799,2.3463,5 Rue de la Huchette 75005 Paris,0.9703172727272728,,housenumber,75105_4678_00005,5,5 Rue de la Huchette,Rue de la Huchette,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"6 Rue Albert de Lapparent, 75007 Paris",48.848656,2.308505,6 Rue Albert de Lapparent 75007 Paris,0.9651372727272726,,housenumber,75107_0118_00006,6,6 Rue Albert de Lapparent,Rue Albert de Lapparent,75007,Paris,"75, Paris, Île-de-France",75107,,,Paris 7e Arrondissement,ok
"45, rue la Boétie, 75008 Paris",48.873528,2.314195,45 Rue la Boétie 75008 Paris,0.9735745454545454,0.5421112416851441,housenumber,75108_5194_00045,45,45 Rue la Boétie,Rue la Boétie,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"5 rue de la Huchette, 75005 Paris",48.852799,2.3463,5 Rue de la Huchette 75005 Paris,0.9703172727272728,,housenumber,75105_4678_00005,5,5 Rue de la Huchette,Rue de la Huchette,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"8 - 12 rue Bertin Poirée, 75001 Paris",48.858693,2.34488,12 Rue Bertin Poirée 75001 Paris,0.9066290358126722,,housenumber,75101_0920_00012,12,12 Rue Bertin Poirée,Rue Bertin Poirée,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"5, rue du Plateau, 75019 Paris",48.877926,2.385191,5 Rue du Plateau 75019 Paris,0.9762772727272725,0.704110320855615,housenumber,75119_7528_00005,5,5 Rue du Plateau,Rue du Plateau,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
"Port de la Gare, 75013 Paris",48.834914,2.377237,Port de la Gare 75013 Paris,0.9707045454545453,0.5931357575757575,street,75113_3951,,Port de la Gare,Port de la Gare,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
"39 Quai d'Anjou, 75004 Paris",48.852299,2.357319,39 Quai d'Anjou 75004 Paris,0.9652581818181818,0.5768114285714285,housenumber,75104_0350_00039,39,39 Quai d'Anjou,Quai d'Anjou,75004,Paris,"75, Paris, Île-de-France",75104,,,Paris 4e Arrondissement,ok
"33 rue Ferrari, 13005 Marseille",43.293883,5.388566,33 Rue ferrari 13005 Marseille,0.9752390909090908,,housenumber,13205_3455_00033,33,33 Rue ferrari,Rue ferrari,13005,Marseille,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",13205,,,Marseille 5e Arrondissement,ok
"95 rue Roublot, 94120 Fontenay sous bois",48.85119,2.458815,95 Rue Roublot 94120 Fontenay-sous-Bois,0.9745572727272728,,housenumber,94033_8185_00095,95,95 Rue Roublot,Rue Roublot,94120,Fontenay-sous-Bois,"94, Val-de-Marne, Île-de-France",94033,,,,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"17 rue François Miron, 75004 Paris",48.855752,2.357072,17 Rue François Miron 75004 Paris,0.9699245454545454,,housenumber,75104_3805_00017,17,17 Rue François Miron,Rue François Miron,75004,Paris,"75, Paris, Île-de-France",75104,,,Paris 4e Arrondissement,ok
"17 rue des Carmes, 75005 Paris",48.848424,2.347335,17 Rue des Carmes 75005 Paris,0.9692099999999999,0.7221073796791443,housenumber,75105_1554_00017,17,17 Rue des Carmes,Rue des Carmes,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"5 rue de la Huchette, 75005 Paris",48.852799,2.3463,5 Rue de la Huchette 75005 Paris,0.9703172727272728,,housenumber,75105_4678_00005,5,5 Rue de la Huchette,Rue de la Huchette,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
